,NMF_Cell_Type_1,NMF_Cell_Type_2,NMF_Cell_Type_3,NMF_Cell_Type_4,NMF_Cell_Type_5,NMF_Cell_Type_6,NMF_Cell_Type_7,NMF_Cell_Type_8,NMF_Cell_Type_9,NMF_Cell_Type_10,NMF_Cell_Type_11,NMF_Cell_Type_12,NMF_Cell_Type_13,NMF_Cell_Type_14,NMF_Cell_Type_15
88765a3f-631d-4e47-a012-e2470633a505,0.12628712086487076,0.0866580699271063,0.05653023074344516,0.05344062155073429,0.0,0.0,0.0,0.0,0.0,0.3455836633198383,0.0,0.0,0.03517317803179031,0.03998966661074429,0.2563374489514706
83ae044d-2975-478c-902c-776858c2ba3a,0.04017173239174032,0.0,0.0,0.17085159889431348,0.48218155480873626,0.01403604715317495,0.04239320636891953,0.0,0.0,0.0,0.0,0.18010967921707938,0.06549585678912184,0.0,0.00476032437691422
ef853801-83be-4011-ba4d-6e2fe7153b05,0.0,0.0,0.05888229397893714,0.2559468508037532,0.0,0.006423413198353996,0.0,0.18692616651886873,0.05690785784390706,0.2876860412831205,0.0025591628668211225,0.0,0.14466821350623849,0.0,0.0
eefba73e-bf2c-4cac-bd29-8ab3d392aa5b,0.009389543635000391,0.0,0.12091136966050425,0.38801805611921486,0.028009150087580526,0.0,0.10390761515822289,0.0,0.0,0.07707640891137083,0.2414428650677953,0.0,0.003328044418206667,0.010207908818686579,0.017709038123417713
995bdb1e-c67e-43eb-9fbd-16eb290926d5,0.12170526805685901,0.0,0.0677080393091425,0.013211006187465206,0.0,0.05308915336492751,0.0,0.0,0.0,0.0,0.007882372605922082,0.0,0.16484849051017295,0.5715556699655107,0.0
1d9e9adc-734a-47a3-ad00-b3050770ba37,0.0394181418085067,0.5240528359568906,0.0,0.04411161966423775,0.017032078932737928,0.038677524074457854,0.053252479289610515,0.12283711180926721,0.02585499649261594,0.0,0.07752817951675244,0.05253683688526459,0.0,0.0,0.004698195569658606
34631deb-9ed3-49fa-afab-baa0570237cd,0.027370203119474596,0.0,0.27626058786124713,0.0500955380588442,0.0,0.28012729760332955,0.0,0.07446719414093435,0.0,0.13100993045998618,0.0,0.1503673127148601,0.010301936041323899,0.0,0.0
42e2ed30-e08b-4d24-9e83-d1c3ecbd0fb4,0.015140419932625245,0.06915688124075278,0.008839482296517494,0.14632830502784103,0.010203655196126784,0.035988014286667425,0.0,0.2999748315235865,0.08232759968614557,0.0,0.12887714436218778,0.0,0.20316366644754932,0.0,0.0
2216fd35-fea8-4d0c-9673-fbe2146fb40c,0.024214430104552456,0.0,0.0836362055558799,0.04945433499676783,0.0,0.016888724039551235,0.09752389823771113,0.0,0.0,0.3995467075469291,0.0,0.2676220776566976,0.06111362186191063,0.0,0.0
848fbfa9-1ff6-481f-910f-0423d52763da,0.022083759382507288,0.025524859710337564,0.0,0.024301227929084297,0.0,0.47923577388262484,0.05239820329912675,0.04341383891651669,0.01010149753657365,0.0,0.12176367576520573,0.18127611974027952,0.039901043837743636,0.0,0.0
a24d14d9-4f17-4625-93d0-b0624610d83d,0.0440605322405948,0.0,0.02505106812441341,0.23760293792905696,0.011510497068745901,0.1131919625685121,0.0,0.3688130059947258,0.058402257131529155,0.019677691801976205,0.0732472196730551,0.0,0.048442827467390516,0.0,0.0
e3956736-adbc-49a2-a4a8-a6ae93b8faf3,0.0,0.0967218066199679,0.05534320972116443,0.06694648385143595,0.0031693525206767203,0.46258522310238376,0.008429196709964216,0.0,0.047300610608021584,0.0,0.0,0.0,0.19925436451028605,0.060249752356099494,0.0
