covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
expression_sig,-1.784368725359825e-05,0.999982156471944,1.7499286590020547e-05,-5.214165872518326e-05,1.6454284217986757e-05,0.9999478597006275,1.0000164544195904,0.0,-1.0196808402334587,0.30787985134052304,1.6995606390741405
