,Memory CD4 T cell,Naive CD8 T cell,Naive CD4 T cell,CD16 NK cell,GZMK CD8 T cell,Memory B cell,CD16 monocyte,PreB cell,MHCII low CD14 monocyte,GZMB CD8 T cell,Tissue-resident NK cell,Treg cell,MHCII high CD14 monocyte,Naive B cell,MAIT cell,CD56 NK cell,Myelocyte,pDC,Cycling preB cell,S100A+ preNeutrophil,Megakaryocyte progenitor,Cycling proB cell,Plasma cell,Cycling S100A+ preNeutrophil,Cycling T/NK cell,Early SOX4+ erythroblast,Gamma delta T cell,Hematopoietic stem cell,cDC2,Megakaryocyte,INF-activated T cell,Intermediate EPCAM+ erythroblast,ILC,Fetal HBG+ erythrocyte,Fibroblast,Mesenchymal stromal cell,Megakaryocyte–erythroid progenitor,Late hemoglobin+ erythroblast,ProB cell,Promyelocyte,Cycling cDC2,Common myeloid progenitor,Myeloid pre-pDC,Granulocyte-monocyte progenitor,Common lymphoid progenitor,Red blood cell,Lymphoid pre-pDC,Macrophage,cDC1,Mast cell,Multipotent progenitor,Common dendritic progenitor,Osteoclast,Metamyelocyte/Band neutrophil
81dabf1f-e666-48c6-a912-2ea5bfecf585,0.0,0.0,0.0,0.0,0.050924879699111296,0.0,0.0,0.0,0.0,0.0,0.03708526246527469,0.0,0.0,0.1559878553261519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582915004245294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5977105020849326
cfb6e5b0-34ed-4f8a-9057-c48de5e28645,0.0,0.0,0.0,0.0,0.05727943528473469,0.0,0.0,0.0,0.0,0.044970558123212004,0.03548315597460649,0.0,0.0,0.16945282950830534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11119729401028422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045322271097927413,0.0,0.0,0.0,0.0,0.24160125714865477,0.0,0.0,0.0,0.29469319885227513
96607b17-2894-4153-adde-3d970f47fe50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053643028344405506,0.0,0.0,0.0,0.6678090542924979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2785479173630966
c532cfda-a8fa-4a8a-92ba-33ad8b47404d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033995198867159515,0.0,0.0,0.34125389196819966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20145181192294773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4232990972416931
eefba73e-bf2c-4cac-bd29-8ab3d392aa5b,0.0,0.0,0.0,0.0,0.015950913740699804,0.0,0.0,0.0,0.0,0.0,0.02859716864662426,0.0,0.0,0.19083493860039255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173285226726492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5913317522857914
95a4f9f6-d6c7-4d9d-ae34-e4a91d8927e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04638661913810379,0.0,0.0,0.27966601420541953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21040874472875207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46353862192772455
995bdb1e-c67e-43eb-9fbd-16eb290926d5,0.0,0.0,0.0,0.0,0.10200013692013925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05396221300815803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09273600539802565,0.0,0.0,0.0,0.0,0.0,0.10455006450660993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6467515801670671
34631deb-9ed3-49fa-afab-baa0570237cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510035622403282,0.0,0.16312407621982408,0.13961647810656275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08974479538136391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724142940682163
b234d53e-cc20-41c0-9f21-31db53570a37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3489808774400001,0.09977129036252332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16946964557657587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38177818662090074
c7afc0d0-ca32-4be1-9477-ad106290c460,0.0,0.0,0.0,0.0,0.016966219694872196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06560745815756146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05479767986596303,0.0,0.0,0.0,0.0,0.0,0.406113417489601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45651522479200235
a24d14d9-4f17-4625-93d0-b0624610d83d,0.0,0.0,0.0,0.0,0.04955873022977905,0.0,0.0,0.0,0.0,0.0,0.031784861731138814,0.0,0.0,0.2999733918941321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007346204388303222,0.0,0.0,0.0,0.0,0.0,0.1656127057371829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44572410601946383
e3956736-adbc-49a2-a4a8-a6ae93b8faf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036662828973407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15790268987043693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384310272322222
848fbfa9-1ff6-481f-910f-0423d52763da,0.0,0.0,0.0,0.0,0.10460047506999523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4270725431901985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11337093918715294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3549560425526534
380a053f-03e4-4773-9e59-5e0af8edd9a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01056553387902999,0.0,0.3164230080251366,0.21972345755459782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05584336923815782,0.0,0.0,0.0,0.07180394379812118,0.0,0.0,0.0,0.0,0.07264185823199003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25299882927296646
28bb21f0-2851-4b7e-9f8a-6d0a016318e2,0.0,0.0,0.0,0.0,0.00016749355927731614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077432058597143,0.0,0.0,0.0,0.0,0.0,0.3590713653109653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569986820543786
e44e2ac3-4a83-40b0-b266-a36626ffd6ae,0.0,0.0,0.0,0.0,0.08286187156452936,0.0,0.0,0.0,0.0,0.0,0.035941204163268126,0.0,0.0,0.25210960282713374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658320774431772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164521287664193,0.0,0.0,0.0,0.33798282603655805
bec60bdd-34e7-467c-8662-f3a1bb1a4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13606350746400486,0.11059913230312549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15327945601175047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000579042211192
3e698caf-4d86-43f5-b657-5f4cef64fc5f,0.0,0.0,0.0,0.0,0.0046860066579173095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20792470081722964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11050686537451822,0.0,0.0,0.0,0.0,0.0,0.103228315118591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736541120317439
79378590-e28e-403b-bbde-c76c0195a980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04132384087593387,0.0,0.1177729857834978,0.25207572003335715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063580669238154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11441080544433142,0.0,0.0,0.0,0.0,0.027180891311640674,0.0,0.0,0.0,0.38365508731308506
d6ef326a-e3c6-42ad-84b9-3f7f07313101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05109488392864106,0.0,0.02777371869719003,0.0,0.5414371706968529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027545990886304328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521482357910116
ffc73551-55e9-4bbb-bd15-76088551964b,0.0,0.0,0.0,0.0,0.04964301212369782,0.0,0.0,0.0,0.12332344678007909,0.0,0.02411680077763989,0.0,0.28930862093624676,0.14799736820397105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216895301459651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07466074143233316,0.0,0.0,0.0,0.21878105673143566
e08f84fe-0013-4734-9966-cd734e6fedc5,0.0,0.0,0.0,0.0,0.045952341444545235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19136407845509043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638931848721972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020612956829163115,0.0,0.0,0.0,0.0,0.2974600374137492,0.0,0.0,0.0,0.3382212673702323
6cf73307-dcf9-43fb-8848-618ae5c1723b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962412723783322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282862685683436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420896041938232
0fc33d1f-3cee-4481-b7a2-15b53ff85083,0.0,0.0,0.0,0.0,0.09713515122398048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874105262513196,0.28606921379029604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536076314374411,0.0,0.0,0.0,0.0,0.0,0.05919342129551124,0.0,0.0,0.0,0.0,0.08647588537772719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11680644717237175,0.0,0.0,0.0,0.19283814444015904
c00bdbdc-a65d-494d-a9d7-4309c28277ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015128465974829185,0.0,0.23692071457858196,0.2559760422105388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15262047357765646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33935430365839353
9072cf34-8632-4b57-acc8-58e8fe21c136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998494450824175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001505549175825
f6f9ed0d-2b3c-45b7-b214-853b5a207bac,0.0,0.0,0.0,0.0,0.05431927480795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08315173564432674,0.2966720142606058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1525640026047799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41329297268233645
f81ce06d-8ace-4f19-aaf8-75a4219a5a60,0.0,0.0,0.0,0.010602320319900002,0.0016948609058252706,0.0,0.0,0.0,0.10183231887345601,0.03456687716645324,0.0,0.0,0.0,0.09493615995773283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050286614752209184,0.0,0.0,0.03392406529859434,0.034627916798357805,0.0,0.0,0.0,0.0,0.17622294970723804,0.0,0.0,0.0,0.0,0.0,0.18712859892184347,0.0,0.0,0.0,0.0,0.18070669010219503,0.0,0.0,0.0,0.09347062719619473
d5fe3b27-c6a6-4a35-a173-3f7b73c2ed14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12780980569331116,0.33659754989247553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042976299842887415,0.0,0.0,0.0,0.0,0.21878280877222686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27383353579909914
d3988699-70d6-43e1-b84b-9e38b4d2d2b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08715121858308358,0.0,0.0,0.0,0.0,0.0,0.33427199355686427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785767878600523
e4ad3f09-7e23-4a84-b8f3-3faf2db890f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07625661240665374,0.0,0.025201021051230676,0.25716354374873607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11437858051319007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033338061019318625,0.0,0.0,0.0,0.0,0.031954160280716556,0.0,0.0,0.0,0.4617080209801543
48f730a5-26c3-4716-964e-36fa9af26966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12683433063077748,0.0,0.05567757868481325,0.0,0.0,0.0,0.15569864217716628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06718990956726063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945995389399824
cb97312b-0bd2-4fbd-b3a6-05c5a17a0a34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07971049507446934,0.0,0.1030721803353031,0.3065722110915641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03481892093232932,0.0,0.0,0.0,0.0,0.0,0.09564414102623468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3801820515400995
b5f20ec2-ff5d-4aac-8db6-49887506f0b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012953790035780855,0.0,0.0,0.08374309282259054,0.0,0.0,0.0,0.15734432682628258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08546327949600366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06122172923248721,0.0,0.0,0.0,0.5992737815868552
b351345a-18c2-42ed-8911-c37267c9cb58,0.0,0.0,0.0,0.0,0.04365134862388531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006606038198848838,0.34157671769053805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18244446601802283,0.0,0.0,0.0,0.0,0.0,0.06124639787818914,0.0,0.0,0.0,0.0,0.10768947209048438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567855595000314
05924106-07f6-44ca-ba15-7452b8a657e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100369895427662,0.024671471230695567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12197018486620745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433213543603308
a85837e6-f98d-4a80-b7c1-49b0a6313dd7,0.0,0.0,0.0,0.0,0.06739044385803569,0.0,0.0,0.0,0.0,0.0,0.005904510260935809,0.0,0.05278702936470612,0.146735098565048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13325254411687998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055995649126681105,0.0,0.0,0.0,0.5379347247077133
008ddf20-f7fb-4673-b2ed-b5d5212fbf09,0.0,0.0,0.0,0.0,0.034439644673327274,0.0,0.0,0.0,0.0,0.045859930864772344,0.0,0.0,0.0,0.166510159939243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1567632126581931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2589051627901066,0.0,0.0,0.0,0.33752188907435765
cf2e5c6a-a7d8-428f-800a-fb94dcfc5fe4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08075748677227354,0.0,0.0,0.3559430661377655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12772719707846475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4355722500114962
68449d03-6f2e-4b17-a2bf-c0494df32303,0.0,0.0,0.0,0.0,0.024322785811870834,0.0,0.0,0.0,0.0,0.0,0.08802384142289324,0.0,0.0,0.2698709072288534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14617197295608406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716104925802985
d442e36b-6d15-4fc3-9641-5feac119db94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980364758917606,0.20443316252692192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06165103050914264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07389707219312358,0.0,0.0,0.0,0.3619822588790513
404dafe8-369c-4659-a088-c85dccb7ad3b,0.0,0.0,0.0,0.0,0.05894959956566795,0.0,0.0,0.0,0.0,0.0,0.018607060870908364,0.0,0.0,0.32135190113924955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18524940673373222,0.02601032667696226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13923283987385662,0.0,0.0,0.0,0.25059886513962304
a2aee2ef-c3c6-4832-bc3f-3648575af5c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09654497197591055,0.0,0.3436535558818854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03942899939861968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5203724727435844
1d9e9adc-734a-47a3-ad00-b3050770ba37,0.0,0.0,0.0,0.0,0.06885713306726249,0.0,0.0,0.0,0.0,0.00425681760375439,0.0,0.0,0.0,0.17721298806664965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07837796878619963,0.0,0.0,0.0,0.0,0.08297188965055344,0.0,0.0,0.0,0.0,0.0,0.09493930554345709,0.0,0.0,0.0,0.0,0.29963904885234766,0.0,0.0,0.0,0.19374484842977568
dd37ccd0-31d9-4605-8b8e-618bedc80c38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13402529173819802,0.2853878119828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13734500615786174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07889589995837921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643459901627486
7cf64c74-47e6-4913-b91b-25198e36b7c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04862936548793548,0.0989412707520132,0.0,0.21656367727097156,0.3130519197964843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049149422039978736,0.0,0.0,0.0,0.0,0.0,0.036431176101931716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814676483866659
2216fd35-fea8-4d0c-9673-fbe2146fb40c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264161840483071,0.0,0.0,0.0,0.468940395360951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812560073168693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19877216342429113
3c25d91d-0e1b-46db-a842-06275c5db258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04831166140935792,0.11784046621292378,0.0,0.0,0.04456249898432516,0.34658667814746963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170906863008298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179183223762565
638b78d6-4523-4dd3-8d8a-8c46682f3fd1,0.0,0.0,0.0,0.0,0.02482350737035128,0.0,0.0,0.0,0.0,0.05163885622105189,0.0,0.0,0.0,0.32525692175086096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28974559027401353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085351243837223
